image_path,captions
Dedan_Img_dataset/IMG_6246_0_6432.jpg,junction at Gate A straight leads to Resource Center
Dedan_Img_dataset/IMG_6205_0_7991.jpg,Backside of resouce center administration block
Dedan_Img_dataset/IMG_6271_0_8379.jpg,Rearside entrance to Freedom Hall
Dedan_Img_dataset/IMG_6271_0_5885.jpg,Rearside entrance to Freedom Hall
Dedan_Img_dataset/IMG_6199_0_3013.jpg,Admat
Dedan_Img_dataset/IMG_6191_0_804.jpg,Inside School of engineering
Dedan_Img_dataset/IMG_6292_0_9089.jpg,Road leading to Medical center and Staff quarters
Dedan_Img_dataset/IMG_6197_0_8239.jpg,Entrance to Admat lab
Dedan_Img_dataset/IMG_6207_0_7129.jpg,Rear side of the Resource Center
Dedan_Img_dataset/IMG_6288_0_4570.jpg,Student welfare buildingÉunder the student mess
Dedan_Img_dataset/IMG_6209_0_9069.jpg,resource center
Dedan_Img_dataset/IMG_6198_0_1903.jpg,Admat
Dedan_Img_dataset/IMG_6285_0_8836.jpg,Outside the mess
Dedan_Img_dataset/IMG_6186_0_5333.jpg,Left side of School of Engineering
Dedan_Img_dataset/IMG_6247_0_7793.jpg,Junction at the Gate A left leading to school of business and forward to school of engineering
Dedan_Img_dataset/IMG_6252_0_1362.jpg,Gate A
Dedan_Img_dataset/IMG_6231_0_9626.jpg,Heroes' garden
Dedan_Img_dataset/IMG_6169_0_104.jpg,Resource center administrative block from a distance
Dedan_Img_dataset/IMG_6289_0_783.jpg,Student mess and student welfare building
Dedan_Img_dataset/IMG_6252_0_6155.jpg,Gate A
Dedan_Img_dataset/IMG_6206_0_8060.jpg,Resouce Center rear parking bay
Dedan_Img_dataset/IMG_6170_0_9012.jpg,Resouce Center from afar
Dedan_Img_dataset/IMG_6183_0_3815.jpg,Rear side of School of engineering
Dedan_Img_dataset/IMG_6177_0_6178.jpg,Dedan Kimathi Energy studies
Dedan_Img_dataset/IMG_6210_0_7109.jpg,junction..left leads to rear resource center parking right leads to school of engineering and admat
Dedan_Img_dataset/IMG_6255_0_1106.jpg,Gate A Exit
Dedan_Img_dataset/IMG_6268_0_5728.jpg,Rearside entrance to Freedom Hall
Dedan_Img_dataset/IMG_6249_0_5229.jpg,road that leads to School of engineering
Dedan_Img_dataset/IMG_6272_0_2930.jpg,anterior side of Freedom hall
Dedan_Img_dataset/IMG_6260_0_5538.jpg,School of business
Dedan_Img_dataset/IMG_6256_0_8448.jpg,Gate A entrance
Dedan_Img_dataset/IMG_6267_0_7638.jpg,The rear side of school of business
Dedan_Img_dataset/IMG_6192_0_8567.jpg,Inside School of engineering
Dedan_Img_dataset/IMG_6274_0_5729.jpg,anterior side of Freedom hall
Dedan_Img_dataset/IMG_6170_0_8720.jpg,Resouce Center from afar
Dedan_Img_dataset/IMG_6166_0_5077.jpg,Resouce Center from afar
Dedan_Img_dataset/IMG_6289_0_5993.jpg,Student mess and student welfare building
Dedan_Img_dataset/IMG_6233_0_7668.jpg,Stefani nyaatha shrine in heroes garden
Dedan_Img_dataset/IMG_6209_0_8438.jpg,resource center
Dedan_Img_dataset/IMG_6285_0_6205.jpg,Outside the mess
Dedan_Img_dataset/IMG_6263_0_5456.jpg,front side of the School of business
Dedan_Img_dataset/IMG_6237_0_8730.jpg,junction pathway leads gate C while the road leads to School of engineering
Dedan_Img_dataset/IMG_6274_0_4153.jpg,anterior side of Freedom hall
Dedan_Img_dataset/IMG_6228_0_9964.jpg,Heroes garden seat
Dedan_Img_dataset/IMG_6291_0_4944.jpg,Road that leads to gate B
Dedan_Img_dataset/IMG_6257_0_8342.jpg,Student mess
Dedan_Img_dataset/IMG_6224_0_8630.jpg,Heroes' garden
Dedan_Img_dataset/IMG_6229_0_9459.jpg,Stefani nyaatha Shrine in Heroes garden
Dedan_Img_dataset/IMG_6206_0_9547.jpg,Resouce Center rear parking bay
Dedan_Img_dataset/IMG_6295_0_7956.jpg,Medical center
Dedan_Img_dataset/IMG_6196_0_5821.jpg,Admat
Dedan_Img_dataset/IMG_6260_0_4022.jpg,School of business
Dedan_Img_dataset/IMG_6261_0_7194.jpg,School of business tower
Dedan_Img_dataset/IMG_6301_0_3354.jpg,Medical center parking bay
Dedan_Img_dataset/IMG_6178_0_5957.jpg,Dedan Kimathi Energy studies
Dedan_Img_dataset/IMG_6283_0_7502.jpg,Right side of Freedom hall
Dedan_Img_dataset/IMG_6225_0_8931.jpg,Heroes' garden
Dedan_Img_dataset/IMG_6202_0_7107.jpg,Generator room
Dedan_Img_dataset/IMG_6262_0_1110.jpg,School of business tower
Dedan_Img_dataset/IMG_6190_0_3240.jpg,Entrance to itohm caf� .Left side of School engineering
Dedan_Img_dataset/IMG_6192_0_7332.jpg,Inside School of engineering
Dedan_Img_dataset/IMG_6285_0_5861.jpg,Outside the mess
Dedan_Img_dataset/IMG_6180_0_950.jpg,Right side of School of Engineering
Dedan_Img_dataset/IMG_6241_0_7374.jpg,Pathway to heroes' garden
Dedan_Img_dataset/IMG_6245_0_9331.jpg,Gate A from the inside
Dedan_Img_dataset/IMG_6197_0_9723.jpg,Entrance to Admat lab
Dedan_Img_dataset/IMG_6262_0_1475.jpg,School of business tower
Dedan_Img_dataset/IMG_6266_0_5875.jpg,The rear side of school of business
Dedan_Img_dataset/IMG_6234_0_2166.jpg,Stefani nyaatha shrine in heroes garden
Dedan_Img_dataset/IMG_6193_0_699.jpg,Inside School of engineering
Dedan_Img_dataset/IMG_6181_0_107.jpg,Right side of School of engineering and has no entrance
Dedan_Img_dataset/IMG_6260_0_481.jpg,School of business
Dedan_Img_dataset/IMG_6261_0_8305.jpg,School of business tower
Dedan_Img_dataset/IMG_6208_0_8912.jpg,Backside of Resouce center
Dedan_Img_dataset/IMG_6176_0_8106.jpg,Dedan Kimathi Energy studies
Dedan_Img_dataset/IMG_6284_0_7014.jpg,Front entrance to Freedom hall
Dedan_Img_dataset/IMG_6298_0_4454.jpg,Medical center
Dedan_Img_dataset/IMG_6185_0_1549.jpg,Left side of School of engineering with parking
Dedan_Img_dataset/IMG_6258_0_2619.jpg,Student mess
Dedan_Img_dataset/IMG_6243_0_8756.jpg,Gate A from the inside
Dedan_Img_dataset/IMG_6282_0_7427.jpg,Freedom hall
Dedan_Img_dataset/IMG_6266_0_1554.jpg,The rear side of school of business
Dedan_Img_dataset/IMG_6269_0_9814.jpg,Rearside entrance to Freedom Hall
Dedan_Img_dataset/IMG_6238_0_1038.jpg,junction pathway leads to resource center while the road leads to resouce center administration block
